rent_day,res_model,res_day,seasonality,lead_time_vec,discount,lead_time_vec,lead_time
2020-12-26,k3,2020-11-10,2,-30,40.0,1,-46
2020-12-26,k3,2020-11-12,2,-30,65.0,2,-44
2020-12-26,k3,2020-11-14,2,-30,60.0,1,-42
2020-12-26,k3,2020-11-15,2,-29,65.0,1,-41
2020-12-26,k3,2020-11-16,2,-29,70.0,1,-40
2020-12-26,k3,2020-11-19,2,-29,65.0,1,-37
2020-12-26,k3,2020-12-11,2,-15,80.0,1,-15
2020-12-27,k3,2020-10-08,2,-35,68.0,1,-80
2020-12-27,k3,2020-11-02,2,-31,70.0,1,-55
2020-12-27,k3,2020-11-04,2,-31,70.0,1,-53
2020-12-27,k3,2020-11-05,2,-31,65.0,1,-52
2020-12-27,k3,2020-11-10,2,-30,70.0,3,-47
2020-12-27,k3,2020-11-12,2,-30,70.0,2,-45
2020-12-27,k3,2020-11-14,2,-30,70.0,1,-43
2020-12-27,k3,2020-11-17,2,-29,70.0,1,-40
2020-12-27,k3,2020-11-18,2,-29,65.0,1,-39
2020-12-27,k3,2020-11-21,2,-29,65.0,1,-36
2020-12-27,k3,2020-11-28,2,-28,0.0,1,-29
2020-12-27,k3,2020-11-29,2,-28,0.0,1,-28
2020-12-27,k3,2020-12-01,2,-26,5.0,1,-26
2020-12-28,k3,2020-10-05,1,-36,0.0,1,-84
2020-12-28,k3,2020-10-25,1,-33,70.0,1,-64
2020-12-28,k3,2020-10-30,1,-32,70.0,1,-59
2020-12-28,k3,2020-11-02,1,-32,0.0,3,-56
2020-12-28,k3,2020-11-04,1,-31,75.0,1,-54
2020-12-28,k3,2020-11-06,1,-31,70.0,1,-52
2020-12-28,k3,2020-11-08,1,-31,70.0,1,-50
2020-12-28,k3,2020-11-09,1,-31,70.0,1,-49
2020-12-28,k3,2020-11-10,1,-30,0.0,1,-48
2020-12-28,k3,2020-11-11,1,-30,70.0,1,-47
2020-12-28,k3,2020-11-12,1,-30,70.0,1,-46
2020-12-28,k3,2020-11-13,1,-30,47.5,2,-45
2020-12-28,k3,2020-11-15,1,-30,70.0,1,-43
2020-12-28,k3,2020-11-16,1,-30,71.25,4,-42
2020-12-28,k3,2020-11-17,1,-29,70.0,2,-41
2020-12-28,k3,2020-11-18,1,-29,70.0,1,-40
2020-12-28,k3,2020-11-19,1,-29,75.0,1,-39
2020-12-28,k3,2020-11-22,1,-29,73.0,1,-36
2020-12-28,k3,2020-11-24,1,-28,75.0,1,-34
2020-12-28,k3,2020-11-27,1,-28,70.0,1,-31
2020-12-28,k3,2020-12-01,1,-27,80.0,1,-27
2020-12-29,k3,2020-10-22,1,-33,70.0,1,-68
2020-12-29,k3,2020-10-29,1,-32,70.0,1,-61
2020-12-29,k3,2020-10-31,1,-32,70.0,1,-59
2020-12-29,k3,2020-11-03,1,-32,70.0,1,-56
2020-12-29,k3,2020-11-05,1,-31,75.0,2,-54
2020-12-29,k3,2020-11-10,1,-31,70.0,1,-49
2020-12-29,k3,2020-11-16,1,-30,70.0,3,-43
2020-12-29,k3,2020-11-17,1,-30,70.0,4,-42
